,school_id,latitude,longitude,region,division,province,municipality,district
5288,104446,16.0935,121.8172,Region III,Aurora,Aurora,Dinalungan,Dinalungan
5289,104519,15.67222222,121.42833329999999,Region III,Aurora,Aurora,San Luis,San Luis
5290,104520,15.69805556,121.46722220000001,Region III,Aurora,Aurora,San Luis,San Luis
5291,106182,15.09275806,120.6845135,Region III,Pampanga,Pampanga,Mexico,Mexico South
5292,104691,14.632997,120.511269,Region III,Bataan,Bataan,Pilar,Pilar
5293,105720,15.732599,120.99146999999999,Region III,San Jose City,Nueva Ecija,San Jose City,San Jose City West
5294,106963,15.013193,120.094054,Region III,Zambales,Zambales,San Narciso,San Narciso
5295,106619,15.72151238,120.3652346,Region III,Tarlac,Tarlac,San Clemente,San Clemente
5296,106620,15.49589801,120.35113159999999,Region III,Tarlac,Tarlac,San Clemente,San Clemente
5297,106121,15.25172778,120.6514028,Region III,Pampanga,Pampanga,Magalang,Magalang North
5298,105775,15.565971,120.89733100000001,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
5299,105917,15.221868,120.610001,Region III,Pampanga,Pampanga,Bacolor,Bacolor
5300,106217,15.09447895,120.5277325,Region III,Pampanga,Pampanga,Porac,Porac East
5301,107182,15.036462,120.68294499999999,Region III,San Fernando City,Pampanga,City Of San Fernando (Capital),San Fernando North
5302,106373,15.368588,120.59194699999999,Region III,Tarlac,Tarlac,Capas,Capas East
5303,106717,15.501125,120.589234,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac North
5304,106183,15.035999,120.748077,Region III,Pampanga,Pampanga,Mexico,Mexico South
5305,106305,15.72915973,120.6260848,Region III,Tarlac,Tarlac,Anao,Anao
5306,107026,15.14166667,120.62694440000001,Region III,Angeles City,Pampanga,Angeles City,East District
5307,159524,15.099202,120.60374099999999,Region III,Pampanga,Pampanga,Bacolor,Bacolor
5308,106449,15.613019,120.573017,Region III,Tarlac,Tarlac,Gerona,Gerona North
5309,105179,15.486699,120.823302,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
5310,106671,15.582512,120.468373,Region III,Tarlac,Tarlac,Santa Ignacia,Sta. Ignacia
5311,106992,15.700701,119.927834,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz South
5312,106789,15.54250798,120.6402227,Region III,Tarlac,Tarlac,Victoria,Victoria West
5314,105857,15.422448,120.772278,Region III,Nueva Ecija,Nueva Ecija,Zaragoza,Zaragoza
5317,106238,15.020883,120.819099,Region III,Pampanga,Pampanga,San Luis,San Luis
5318,105175,15.45995,120.833183,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
5319,106757,15.470545,120.57114399999999,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac West
5320,105098,15.137976,120.962101,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
5321,105644,15.70451,121.107648,Region III,Nueva Ecija,Nueva Ecija,Rizal,Rizal
5322,106021,14.97364167,120.57938329999999,Region III,Pampanga,Pampanga,Lubao,Lubao East
5323,106979,15.76750314,119.9105822,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz North
5324,104848,14.82772207,120.72984479999998,Region III,Bulacan,Bulacan,Hagonoy,Hagonoy West
5325,105004,14.878578,120.899689,Region III,Bulacan,Bulacan,Plaridel,Plaridel
5326,104716,14.94441285,120.97107539999999,Region III,Bulacan,Bulacan,Angat,Angat
5327,105385,15.606228,120.78693,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
5328,106739,15.474718,120.64181599999999,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac South
5329,107055,15.1440347,120.58069309999999,Region III,Angeles City,Pampanga,Angeles City,South District
5330,106594,15.6244627,120.650053,Region III,Tarlac,Tarlac,Pura,Pura
5332,106701,15.488008,120.62231000000001,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac East
5333,159533,15.244533,120.56291200000001,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat East
5334,105271,15.77987,120.665659,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
5335,104819,14.917786,120.74316699999999,Region III,Bulacan,Bulacan,Calumpit,Calumpit
5336,105176,15.514215,120.85876499999999,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
5337,104659,14.8029038,120.4891212,Region III,Bataan,Bataan,Orani,Orani
5338,104822,14.85764722,120.859,Region III,Bulacan,Bulacan,Guiguinto,Guiguinto
5339,106595,15.64365937,120.6418347,Region III,Tarlac,Tarlac,Pura,Pura
5340,105621,15.537862,120.803789,Region III,Nueva Ecija,Nueva Ecija,Quezon,Quezon
5341,160519,15.399812,120.02869399999999,Region III,Zambales,Zambales,Iba (Capital),Iba
5342,105776,15.584483,120.88149299999999,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
5343,158536,15.1381498,120.9618425,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
5344,105272,15.78527,120.671679,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
5345,105749,15.420807,120.919679,Region III,Nueva Ecija,Nueva Ecija,Santa Rosa,Sta. Rosa
5346,105273,15.799469,120.623117,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
5347,104718,14.9518426,121.012722,Region III,Bulacan,Bulacan,Angat,Angat
5348,107027,15.1427165,120.59499579999999,Region III,Angeles City,Pampanga,Angeles City,North District
5349,104739,14.98805908,120.89596029999998,Region III,Bulacan,Bulacan,Baliuag,Baliuag North
5350,105099,15.137587,120.95243799999999,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
5351,104790,14.914017,120.952003,Region III,Bulacan,Bulacan,Bustos,Bustos
5352,104773,14.7931,120.87899999999999,Region III,Bulacan,Bulacan,Bulacan,Bulacan
5353,104740,14.98449414,120.8836172,Region III,Bulacan,Bulacan,Baliuag,Baliuag North
5354,105748,15.672131,120.93441000000001,Region III,Nueva Ecija,Nueva Ecija,Santa Rosa,Sta. Rosa
5355,104824,14.83906111,120.86600559999998,Region III,Bulacan,Bulacan,Guiguinto,Guiguinto
5356,104627,14.54818727,120.5772584,Region III,Bataan,Bataan,Limay,Limay
5357,105918,15.083146,120.66311599999999,Region III,Pampanga,Pampanga,Bacolor,Bacolor
5358,106621,15.6234088,120.2864689,Region III,Tarlac,Tarlac,San Clemente,San Clemente
5359,104767,14.785974,120.9533754,Region III,Bulacan,Bulacan,Bocaue,Bocaue
5360,107153,14.8265535,121.0447712,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
5361,105934,15.03632846,120.866431,Region III,Pampanga,Pampanga,Candaba,Candaba East
5362,105017,14.920657,120.81755700000001,Region III,Bulacan,Bulacan,Pulilan,Pulilan
5363,104426,16.17305556,122.095,Region III,Aurora,Aurora,Casiguran,Casiguran
5364,106500,15.43467269,120.6897068,Region III,Tarlac,Tarlac,La Paz,La Paz South
5365,106429,15.291034,120.617258,Region III,Tarlac,Tarlac,Concepcion,Concepcion West
5367,158507,15.250102,121.088089,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
5368,106078,15.17652034,120.601499,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat South
5369,158525,15.194701,121.10189799999999,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
5371,104559,14.677925,120.44741100000002,Region III,Balanga City,Bataan,City Of Balanga (Capital),Balanga City West
5372,105207,15.641114,121.15949199999999,Region III,Nueva Ecija,Nueva Ecija,Bongabon,Bongabon
5373,105204,15.648465,121.185778,Region III,Nueva Ecija,Nueva Ecija,Bongabon,Bongabon
5374,105750,15.415875,120.937569,Region III,Nueva Ecija,Nueva Ecija,Santa Rosa,Sta. Rosa
5376,106486,15.44255307,120.7333732,Region III,Tarlac,Tarlac,La Paz,La Paz North
5378,107120,14.83515572,120.29144779999999,Region III,Olongapo City,Zambales,Olongapo City,Olongapo City District I
5379,106170,15.06666667,120.71666670000002,Region III,Pampanga,Pampanga,Mexico,Mexico North
5380,107040,15.15381704,120.5567619,Region III,Angeles City,Pampanga,Angeles City,West District
5381,105919,15.22244029,120.62821729999999,Region III,Pampanga,Pampanga,Bacolor,Bacolor
5382,159506,15.224409,120.627055,Region III,Pampanga,Pampanga,Bacolor,Bacolor
5384,104448,16.2172,121.9063,Region III,Aurora,Aurora,Dinalungan,Dinalungan
5385,104480,15.83722222,121.5197222,Region III,Aurora,Aurora,Dipaculao,Dipaculao
5386,106909,15.4413732,119.92022790000001,Region III,Zambales,Zambales,Palauig,Palauig
5387,105697,15.799672,120.990877,Region III,San Jose City,Nueva Ecija,San Jose City,San Jose City East
5388,105682,15.252182,120.93118999999999,Region III,Nueva Ecija,Nueva Ecija,San Isidro,San Isidro
5389,104741,14.955314,120.904556,Region III,Bulacan,Bulacan,Baliuag,Baliuag North
5390,160014,15.53150965,120.488694,Region III,Tarlac,Tarlac,San Jose,San Jose
5391,107028,15.15703949,120.61241090000001,Region III,Angeles City,Pampanga,Angeles City,East District
5392,105218,15.286096,120.866684,Region III,Nueva Ecija,Nueva Ecija,Cabiao,Cabiao
5393,107029,15.16946769,120.61599199999999,Region III,Angeles City,Pampanga,Angeles City,North District
5394,106122,15.274669,120.733223,Region III,Pampanga,Pampanga,Magalang,Magalang North
5396,157501,16.1998,122.0561,Region III,Aurora,Aurora,Casiguran,Casiguran
5397,106596,15.58986439,120.6385034,Region III,Tarlac,Tarlac,Pura,Pura
5398,104499,15.79166667,121.45055559999999,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
5399,105645,15.655607,121.108551,Region III,Nueva Ecija,Nueva Ecija,Rizal,Rizal
5400,104680,14.6167,120.582999,Region III,Bataan,Bataan,Orion,Orion
5401,105306,15.446771,121.343143,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
5402,104804,14.917567,120.768022,Region III,Bulacan,Bulacan,Calumpit,Calumpit
5403,158516,14.85914695,121.0483645,Region III,Bulacan,Bulacan,Norzagaray,Norzagaray
5404,107065,15.480675,120.96745,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City East District
5405,105858,15.439864,120.779526,Region III,Nueva Ecija,Nueva Ecija,Zaragoza,Zaragoza
5406,104702,14.77639933,120.48140169999999,Region III,Bataan,Bataan,Samal,Samal
5407,104719,14.95064651,121.02438479999999,Region III,Bulacan,Bulacan,Angat,Angat
5408,104947,14.86293379,121.04567549999999,Region III,Bulacan,Bulacan,Norzagaray,Norzagaray
5409,104656,14.691135,120.25048799999999,Region III,Bataan,Bataan,Morong,Morong
5410,105386,15.710099,120.827178,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
5411,105870,14.93721053,120.73576640000002,Region III,Pampanga,Pampanga,Apalit,Apalit
5412,159016,15.406231,120.762878,Region III,Nueva Ecija,Nueva Ecija,Zaragoza,Zaragoza
5413,106884,15.551552,119.94668600000001,Region III,Zambales,Zambales,Masinloc,Masinloc
5414,159021,15.636358,120.87557199999999,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
5416,105496,15.679169,120.99031399999998,Region III,Nueva Ecija,Nueva Ecija,Llanera,Llanera
5417,106344,15.70082,120.473422,Region III,Tarlac,Tarlac,Camiling,Camiling East
5418,157510,15.803031,121.48539699999999,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
5419,105966,14.971973,120.52654790000001,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca East
5420,105987,14.98191429,120.48426979999999,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca West
5421,105580,15.434299,121.074177,Region III,Nueva Ecija,Nueva Ecija,Palayan City (Capital),Palayan City
5422,105988,14.9827994,120.5163713,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca West
5423,104805,14.917367,120.758073,Region III,Bulacan,Bulacan,Calumpit,Calumpit
5424,104732,14.81916316,120.89563249999999,Region III,Bulacan,Bulacan,Balagtas (Bigaa),Balagtas
5425,104427,16.25,122.13916670000002,Region III,Aurora,Aurora,Casiguran,Casiguran
5426,107154,14.8099626,121.05810159999999,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
5427,104500,15.7418,121.3886111,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
5428,105543,15.754319,120.90521899999999,Region III,Munoz Science City,Nueva Ecija,Science City Of Muñoz,Munoz
5429,105841,15.775735,120.81115700000001,Region III,Nueva Ecija,Nueva Ecija,Talugtug,Talugtug
5430,104902,14.782321,121.027206,Region III,Bulacan,Bulacan,Marilao,Marilao
5431,106278,15.094629,120.764748,Region III,Pampanga,Pampanga,Santa Ana,Sta. Ana
5432,105751,15.446395,120.99626200000002,Region III,Nueva Ecija,Nueva Ecija,Santa Rosa,Sta. Rosa
5433,104560,14.689238,120.510727,Region III,Balanga City,Bataan,City Of Balanga (Capital),Balanga City East
5434,106652,15.79983115,120.60810330000001,Region III,Tarlac,Tarlac,San Manuel,San Manuel
5435,105307,15.456273,121.336569,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
5436,104628,14.56374243,120.5954994,Region III,Bataan,Bataan,Limay,Limay
5437,106450,15.607667,120.60123700000001,Region III,Tarlac,Tarlac,Gerona,Gerona North
5438,106790,15.5785508,120.67894040000002,Region III,Tarlac,Tarlac,Victoria,Victoria West
5439,105308,15.450282,121.33651,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
5440,105053,15.0489454,121.0110607,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso South
5441,105871,14.97906215,120.85365959999999,Region III,Pampanga,Pampanga,Apalit,Apalit
5442,104501,15.78916667,121.32,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
5443,105414,15.650387,120.70901599999999,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba West
5444,106980,15.803078,119.912346,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz North
5446,105598,15.731818,121.106376,Region III,Nueva Ecija,Nueva Ecija,Pantabangan,Pantabangan
5447,105318,15.31079368,120.9552578,Region III,Gapan City,Nueva Ecija,City Of Gapan,Gapan North
5448,105319,15.31217263,120.9494558,Region III,Gapan City,Nueva Ecija,City Of Gapan,Gapan North
5449,105334,15.308461,120.94671399999999,Region III,Gapan City,Nueva Ecija,City Of Gapan,Gapan South
5450,105150,14.875483,121.01386299999999,Region III,Bulacan,Bulacan,Santa Maria,Sta. Maria
5451,105035,15.111404,120.94573999999999,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso North
5452,106079,15.187427,120.58181,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat South
5453,105904,15.15185,120.741557,Region III,Pampanga,Pampanga,Arayat,Arayat West
5454,105177,15.494513,120.91386100000001,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
5455,105180,15.517217,120.848404,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
5456,159014,15.3921,121.05861440000001,Region III,Nueva Ecija,Nueva Ecija,General Tinio (Papaya),Gen. Tinio
5457,159018,15.498359,121.32188400000001,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
5458,107155,14.7957811,121.04992060000001,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
5460,104774,14.793405,120.88106100000002,Region III,Bulacan,Bulacan,Bulacan,Bulacan
5461,104891,14.8160015,120.837239,Region III,Malolos City,Bulacan,City Of Malolos  (Capital),South District
5462,105646,15.695779,121.178673,Region III,Nueva Ecija,Nueva Ecija,Rizal,Rizal
5463,105777,15.631254,120.829895,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
5464,105859,15.457899,120.834076,Region III,Nueva Ecija,Nueva Ecija,Zaragoza,Zaragoza
5465,105366,15.351136,121.045175,Region III,Nueva Ecija,Nueva Ecija,General Tinio (Papaya),Gen. Tinio
5466,105367,15.347033,121.052929,Region III,Nueva Ecija,Nueva Ecija,General Tinio (Papaya),Gen. Tinio
5467,105368,15.348747,121.03662800000001,Region III,Nueva Ecija,Nueva Ecija,General Tinio (Papaya),Gen. Tinio
5468,104681,14.630004,120.529854,Region III,Bataan,Bataan,Orion,Orion
5469,105497,15.617818,120.996431,Region III,Nueva Ecija,Nueva Ecija,Llanera,Llanera
5470,105352,15.603909,121.051121,Region III,Nueva Ecija,Nueva Ecija,General Mamerto Natividad,Gen. M. Natividad
5471,105498,15.629052,121.011751,Region III,Nueva Ecija,Nueva Ecija,Llanera,Llanera
5472,106451,15.60737,120.60205,Region III,Tarlac,Tarlac,Gerona,Gerona North
5473,162506,14.841714,121.09164799999999,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte East
5474,105499,15.683445,120.99583600000001,Region III,Nueva Ecija,Nueva Ecija,Llanera,Llanera
5475,107126,14.85595541,120.29136899999999,Region III,Olongapo City,Zambales,Olongapo City,Olongapo City District II
5476,107127,14.87084546,120.29366110000001,Region III,Olongapo City,Zambales,Olongapo City,Olongapo City District II
5478,105534,15.73239,120.90985800000001,Region III,Munoz Science City,Nueva Ecija,Science City Of Muñoz,Munoz
5479,162503,14.786833,121.061,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
5480,106022,14.92187738,120.5930043,Region III,Pampanga,Pampanga,Lubao,Lubao East
5481,106430,15.324445,120.64648600000001,Region III,Tarlac,Tarlac,Concepcion,Concepcion West
5482,159024,15.364703,121.06478100000001,Region III,Nueva Ecija,Nueva Ecija,General Tinio (Papaya),Gen. Tinio
5483,105997,14.965801,120.635826,Region III,Pampanga,Pampanga,Guagua,Guagua East
5484,107041,15.16757092,120.59793700000002,Region III,Angeles City,Pampanga,Angeles City,West District
5485,105885,15.14756,120.776665,Region III,Pampanga,Pampanga,Arayat,Arayat East
5486,106487,15.47743202,120.7171404,Region III,Tarlac,Tarlac,La Paz,La Paz North
5487,104703,14.76008942,120.49305530000001,Region III,Bataan,Bataan,Samal,Samal
5488,104806,14.90156743,120.7547054,Region III,Bulacan,Bulacan,Calumpit,Calumpit
5489,104823,14.828488,120.8803669,Region III,Bulacan,Bulacan,Guiguinto,Guiguinto
5490,105387,15.659199,120.772299,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
5491,105415,15.659129,120.767025,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba West
5492,106981,15.800915,119.974167,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz North
5493,105388,15.736061,120.782385,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
5494,106982,15.801999,119.96666699999999,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz North
5495,106608,15.668742,120.614777,Region III,Tarlac,Tarlac,Ramos,Ramos
5496,105955,15.107269,120.821196,Region III,Pampanga,Pampanga,Candaba,Candaba West
5499,107156,14.799378,121.061043,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
5500,104472,15.88944444,121.5497222,Region III,Aurora,Aurora,Dipaculao,Dipaculao
5501,105967,14.93321726,120.49774939999999,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca East
5502,105151,14.83555812,120.9782162,Region III,Bulacan,Bulacan,Santa Maria,Sta. Maria
5504,104533,14.71844,120.50208300000001,Region III,Bataan,Bataan,Abucay,Abucay
5505,105662,15.353059,120.863945,Region III,Nueva Ecija,Nueva Ecija,San Antonio,San Antonio
5506,157511,15.705576,121.479477,Region III,Aurora,Aurora,San Luis,San Luis
5507,106065,15.20947,120.531181,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat North
5508,104836,14.8363557,120.73493970000001,Region III,Bulacan,Bulacan,Hagonoy,Hagonoy East
5509,104849,14.81628202,120.7283315,Region III,Bulacan,Bulacan,Hagonoy,Hagonoy West
5510,104837,14.84160556,120.76303610000001,Region III,Bulacan,Bulacan,Hagonoy,Hagonoy East
5511,104576,14.84814,120.39903999999999,Region III,Bataan,Bataan,Dinalupihan,Dinalupihan West
