school_id,NAME,DIVISIONID,DIVISION,Cluster,filipino_mean_rs,filipino_sd_rs,filipino_mds,math_mean_rs,math_sd_rs,math_mds,english_mean_rs,english_sd_rs,english_mds,science_mean_rs,science_sd_rs,science_mds,araling_mean_rs,araling_sd_rs,araling_mds,overall_mean_rs,overall_sd_rs,overall_mds
109369,Macamot ES,Rizal,IV-A,3,34.24,4.05,85.59,32.37,4.46,80.93,31.38,4.45,78.45,33.62,4.31,84.05,30.66,3.47,76.65,162.27,14.07,81.14
109370,Mahabang Parang ES,Rizal,IV-A,4,32.62,3.75,81.56,33.23,4.88,83.08,28.35,6.34,70.87,30.48,5.98,76.20,29.94,5.94,74.86,154.62,20.31,77.31
109371,Pilapila ES,Rizal,IV-A,3,24.04,7.34,60.09,17.43,8.90,43.58,15.31,7.58,38.28,21.57,7.12,53.94,24.55,9.17,61.37,102.90,30.43,51.45
109372,Tatala ES,Rizal,IV-A,3,35.79,3.06,89.48,37.66,1.61,94.15,34.39,2.34,85.98,35.10,1.53,87.74,33.50,2.19,83.74,176.43,6.74,88.22
109374,Bangad ES,Rizal,IV-A,5,30.60,4.21,76.49,34.29,3.94,85.71,29.88,2.09,74.70,27.88,3.01,69.70,34.52,2.12,86.31,157.17,10.55,78.58
109375,Bombong ES,Rizal,IV-A,4,30.76,4.93,76.90,27.38,3.04,68.45,24.05,6.19,60.13,27.12,4.83,67.80,20.88,4.37,52.20,130.19,15.15,65.09
109376,Buhangin ES,Rizal,IV-A,5,29.39,6.54,73.47,29.86,8.18,74.65,28.61,6.32,71.53,29.56,5.45,73.89,28.58,3.43,71.46,146.00,23.64,73.00
109378,Ithan ES,Rizal,IV-A,5,30.83,5.37,77.07,33.25,5.52,83.13,18.65,7.15,46.63,23.12,4.02,57.79,29.48,6.47,73.70,135.33,20.64,67.66
109379,Janosa ES,Rizal,IV-A,5,30.84,6.48,77.09,28.67,4.77,71.68,30.20,4.13,75.51,29.73,3.23,74.34,24.02,4.50,60.05,143.47,16.70,71.73
109380,Kalinawan ES,Rizal,IV-A,5,31.59,3.23,78.98,33.19,3.47,82.97,28.03,3.19,70.08,27.47,2.17,68.67,27.56,1.24,68.91,147.84,10.07,73.92
109381,Kaytome-Gulod ES,Rizal,IV-A,5,26.88,4.96,67.20,25.20,7.26,63.00,23.50,7.78,58.75,22.96,6.26,57.40,20.24,5.87,50.60,118.78,25.29,59.39
109383,Kinagatan ES,Rizal,IV-A,6,34.95,1.57,87.38,35.80,1.79,89.50,27.15,1.46,67.88,21.45,1.36,53.63,26.10,1.17,65.25,145.45,5.30,72.73
109384,Limbon Limbon ES,Rizal,IV-A,5,31.10,5.18,77.76,34.10,3.06,85.26,29.97,3.77,74.91,24.34,1.78,60.86,29.72,3.70,74.31,149.24,11.34,74.62
109385,Lunsad ES,Rizal,IV-A,2,27.29,6.75,68.22,16.92,7.48,42.31,18.56,7.80,46.41,16.72,7.04,41.80,17.07,5.91,42.67,96.56,29.06,48.28
109386,Malakaban ES,Rizal,IV-A,6,28.00,4.43,70.00,25.56,6.42,63.91,25.44,3.10,63.59,17.25,4.45,43.13,20.38,3.50,50.94,116.63,14.48,58.31
109387,Pinagdilawan ES,Rizal,IV-A,5,36.44,1.47,91.10,34.07,3.11,85.17,31.44,3.21,78.60,25.79,1.17,64.48,27.63,1.29,69.07,155.37,5.47,77.69
109388,Pipindan ES,Rizal,IV-A,4,32.02,4.83,80.04,28.83,3.34,72.07,32.03,4.58,80.08,32.25,5.65,80.63,29.38,6.70,73.44,154.50,18.56,77.25
109389,Sapang ES,Rizal,IV-A,5,27.90,4.56,69.75,22.05,7.13,55.13,20.08,5.12,50.19,17.93,5.19,44.81,16.45,4.11,41.13,104.40,20.75,52.20
109390,Tabon ES,Rizal,IV-A,5,31.75,3.57,79.38,30.43,2.30,76.07,27.04,5.76,67.59,26.82,4.11,67.05,21.00,3.33,52.50,137.04,13.36,68.52
109391,Talim ES,Rizal,IV-A,4,31.43,4.06,78.57,29.64,5.15,74.10,19.46,4.70,48.65,23.36,4.85,58.40,23.10,3.94,57.75,126.98,16.28,63.49
109392,Arinda ES,Rizal,IV-A,2,25.49,6.32,63.73,18.16,8.41,45.40,15.85,6.24,39.63,14.51,4.88,36.28,15.55,4.90,38.87,89.56,23.04,44.78
109393,Balanti ES,Rizal,IV-A,3,26.49,6.49,66.23,19.02,7.39,47.55,17.31,6.05,43.26,14.98,5.33,37.46,16.69,5.56,41.74,94.50,22.79,47.25
109394,Balanti  Unit I ES,Rizal,IV-A,5,27.20,6.20,68.01,17.32,7.46,43.30,16.89,6.48,42.22,16.57,5.03,41.42,19.48,5.28,48.69,97.45,25.31,48.73
109396,Cainta ES,Rizal,IV-A,1,27.53,6.42,68.82,15.66,6.84,39.15,18.02,7.48,45.05,15.91,5.84,39.76,19.32,6.25,48.29,96.43,26.97,48.21
109397,Exodus ES,Rizal,IV-A,1,26.64,6.12,66.59,21.99,8.36,54.97,18.43,7.14,46.07,17.73,6.48,44.33,17.84,6.47,44.59,102.62,27.61,51.31
109398,Francisco P Felix ES,Rizal,IV-A,4,26.44,6.29,66.11,21.56,8.36,53.89,18.36,6.46,45.90,15.90,5.29,39.75,18.59,5.20,46.48,100.85,26.69,50.43
109399,Francisco P Felix ES Unit I,Rizal,IV-A,2,26.05,6.72,65.13,22.21,10.75,55.52,21.18,9.18,52.95,20.65,8.92,51.61,24.32,8.23,60.79,114.40,35.48,57.20
109400,Halang ES,Rizal,IV-A,4,26.94,5.14,67.34,27.79,8.12,69.47,27.29,7.72,68.24,26.06,6.81,65.16,22.36,5.93,55.89,130.44,27.12,65.22
109401,Janssenville ES,Rizal,IV-A,3,30.18,6.06,75.46,23.19,7.20,57.97,23.21,7.65,58.03,19.14,5.30,47.85,25.64,6.24,64.10,121.36,26.75,60.68
109402,Kabisig ES,Rizal,IV-A,2,25.69,6.57,64.21,18.01,7.92,45.03,16.30,6.62,40.76,14.73,5.57,36.83,16.81,5.65,42.02,91.54,26.62,45.77
109403,Karangalan ES,Rizal,IV-A,2,27.66,6.21,69.16,21.30,7.94,53.25,19.49,7.10,48.71,18.21,6.76,45.53,19.53,6.39,48.82,106.19,29.05,53.09
109404,Marick ES,Rizal,IV-A,2,30.13,5.56,75.34,20.51,8.29,51.27,22.65,7.75,56.63,23.09,7.87,57.74,24.91,7.08,62.27,121.30,30.26,60.65
109405,Planters Es,Rizal,IV-A,3,25.98,5.64,64.95,19.69,7.63,49.24,16.75,6.27,41.88,14.92,5.06,37.29,16.41,5.43,41.04,93.76,23.97,46.88
109406,St. Anthony ES,Rizal,IV-A,2,28.82,5.87,72.06,19.06,8.00,47.64,20.37,7.15,50.92,17.77,5.70,44.42,19.69,5.78,49.24,105.71,26.11,52.86
109407,St. Gregory ES,Rizal,IV-A,4,28.88,4.98,72.19,28.14,5.78,70.36,21.82,6.20,54.56,19.06,6.73,47.64,18.29,4.11,45.72,116.19,19.45,58.09
109408,San Francisco ES,Rizal,IV-A,2,25.35,5.48,63.38,27.38,6.46,68.44,21.98,7.76,54.96,28.51,8.25,71.27,26.87,8.85,67.17,130.08,23.29,65.04
109409,San Juan ES,Rizal,IV-A,2,31.73,6.52,79.32,31.73,7.60,79.32,28.97,7.47,72.43,24.07,8.49,60.17,24.49,6.62,61.22,140.98,26.41,70.49
109410,San Juan Unit I ES,Rizal,IV-A,3,27.15,7.77,67.88,23.27,10.49,58.17,21.93,9.31,54.83,27.16,11.04,67.90,26.65,10.51,66.63,126.16,41.07,63.08
109411,St. Joseph ES,Rizal,IV-A,4,29.69,4.60,74.22,27.10,7.15,67.76,24.43,7.71,61.08,20.07,6.67,50.17,18.76,5.83,46.90,120.05,27.15,60.03
109412,Dalig ES,Rizal,IV-A,4,25.79,5.65,64.47,15.05,4.23,37.63,15.39,4.63,38.47,13.73,4.19,34.31,19.03,3.83,47.56,88.98,16.15,44.49
109415,Eusebio C. Ocampo MS,Rizal,IV-A,5,30.12,5.50,75.30,27.76,6.30,69.40,24.60,6.14,61.49,23.02,5.65,57.56,19.26,6.07,48.15,124.76,22.18,62.38
109416,Looc ES,Rizal,IV-A,3,27.36,5.02,68.39,24.03,8.39,60.07,23.08,7.56,57.70,21.94,8.85,54.84,20.55,6.00,51.38,116.96,25.77,58.48
109417,Mariano C San Juan ES,Rizal,IV-A,3,25.61,7.13,64.03,17.04,7.09,42.60,18.92,8.22,47.31,16.50,6.78,41.24,17.33,6.23,43.33,95.41,29.45,47.70
109418,Navotas ES,Rizal,IV-A,5,34.33,4.07,85.82,35.10,4.08,87.76,31.20,3.95,78.01,37.80,1.72,94.49,35.27,2.40,88.16,173.69,10.71,86.85
109419,Patunhay-Calahan ES,Rizal,IV-A,4,31.54,4.47,78.85,33.27,5.96,83.17,33.75,3.78,84.38,31.21,4.55,78.03,32.84,3.29,82.11,162.62,12.70,81.31
109420,Sampad ES,Rizal,IV-A,5,31.87,4.60,79.67,31.15,4.17,77.88,27.37,4.52,68.42,28.61,4.42,71.52,29.35,3.85,73.37,148.35,14.00,74.17
109421,Subay ES,Rizal,IV-A,4,30.61,6.16,76.52,26.78,8.70,66.96,25.72,6.76,64.31,23.62,5.01,59.06,25.51,4.93,63.77,132.25,24.11,66.12
109422,Tadlak ES,Rizal,IV-A,4,29.26,7.00,73.15,24.34,7.97,60.85,21.28,9.49,53.19,19.03,5.39,47.58,20.23,3.95,50.58,114.14,29.76,57.07
109423,Ticulio ES,Rizal,IV-A,5,31.70,2.41,79.26,34.67,1.64,86.67,30.89,1.12,77.22,30.59,2.91,76.48,26.33,3.37,65.83,154.19,5.72,77.09
109424,Tuna-Balibago ES,Rizal,IV-A,5,34.49,3.40,86.22,33.21,2.86,83.01,28.72,4.98,71.79,29.41,3.45,73.53,24.67,2.58,61.67,150.49,12.39,75.24
109425,Baras ES,Rizal,IV-A,2,25.30,6.64,63.24,24.70,7.39,61.74,22.73,8.50,56.83,18.52,6.65,46.29,13.56,4.84,33.89,104.80,24.98,52.40
109426,Evangelista ES,Rizal,IV-A,5,30.69,2.81,76.73,26.00,3.50,65.00,29.69,4.80,74.23,23.15,2.89,57.88,28.69,1.57,71.73,138.23,12.38,69.12
109427,Malalim ES,Rizal,IV-A,5,25.92,5.99,64.80,17.26,8.32,43.15,16.24,7.00,40.60,16.44,6.21,41.10,16.76,6.18,41.90,92.62,24.87,46.31
109428,Bombongan ES,Rizal,IV-A,4,31.43,4.14,78.57,29.02,6.31,72.54,23.74,5.17,59.34,24.84,6.29,62.09,22.61,3.17,56.52,131.62,18.94,65.81
109433,Calero-Lanang ES,Rizal,IV-A,5,29.54,5.39,73.85,31.05,4.31,77.64,22.81,4.82,57.03,20.38,5.34,50.95,26.95,2.77,67.36,130.73,17.74,65.36
109434,Caniogan ES,Rizal,IV-A,5,28.92,5.77,72.30,20.32,6.80,50.80,17.32,5.79,43.30,14.56,4.57,36.40,15.40,5.38,38.50,96.52,22.75,48.26
109435,Lagundi ES,Rizal,IV-A,3,32.94,4.55,82.36,38.26,2.43,95.65,26.56,4.85,66.40,26.50,4.61,66.24,30.53,2.55,76.33,154.79,10.39,77.40
109436,Maybancal ES,Rizal,IV-A,3,27.56,5.55,68.89,18.79,7.70,46.98,19.71,8.05,49.27,19.29,7.94,48.23,22.33,7.43,55.83,107.68,29.64,53.84
109437,Talaga ES,Rizal,IV-A,5,20.30,6.03,50.76,18.36,6.88,45.91,12.91,5.26,32.27,14.09,3.79,35.23,14.21,6.22,35.53,79.88,23.60,39.94
109438,Painaan ES,Rizal,IV-A,3,24.11,3.68,60.29,28.42,6.10,71.05,26.32,5.92,65.81,21.85,4.32,54.63,23.76,4.81,59.41,124.48,18.81,62.24
109439,Pinugay ES,Rizal,IV-A,5,29.19,4.66,72.98,24.29,3.40,60.71,21.76,4.48,54.40,28.55,2.72,71.37,24.52,3.77,61.31,128.31,11.55,64.15
109440,Pulong Kumanoy ES,Rizal,IV-A,5,28.77,4.01,71.93,24.64,4.24,61.59,16.68,4.94,41.70,17.84,3.81,44.60,10.23,0.86,25.57,98.16,10.88,49.08
109441,Roman Tantiongco MS,Rizal,IV-A,5,32.16,3.64,80.39,26.04,3.59,65.11,20.56,3.47,51.39,21.78,5.01,54.44,21.64,4.62,54.11,122.18,13.25,61.09
109442,San Guillermo ES,Rizal,IV-A,3,27.97,5.23,69.92,17.32,5.59,43.29,20.41,6.48,51.02,18.47,5.54,46.17,20.04,5.73,50.10,104.20,21.03,52.10
109443,Santiago ES,Rizal,IV-A,4,22.43,6.93,56.07,16.90,6.99,42.26,29.98,5.79,74.96,30.17,5.90,75.44,20.52,9.24,51.31,120.02,24.38,60.01
109444,Tomas Claudio MES,Rizal,IV-A,2,26.11,5.16,65.29,28.59,6.36,71.47,25.62,6.72,64.05,24.65,8.29,61.62,21.03,7.91,52.57,126.00,26.71,63.00
109445,Bagumbong ES,Rizal,IV-A,4,34.64,3.31,86.59,37.88,1.63,94.69,33.51,3.84,83.78,32.10,4.10,80.25,29.81,1.33,74.53,167.94,7.46,83.97
109446,Bayugo ES,Rizal,IV-A,4,32.57,7.31,81.44,31.94,9.46,79.84,28.47,10.39,71.17,30.72,7.29,76.81,28.39,7.11,70.98,152.10,31.68,76.05
109447,Bugarin ES,Rizal,IV-A,4,32.68,1.45,81.69,36.83,1.56,92.08,30.09,1.97,75.23,22.51,1.15,56.27,28.69,0.73,71.73,150.80,3.56,75.40
109448,Halayhayin ES,Rizal,IV-A,4,34.99,2.80,87.47,35.47,4.56,88.67,35.28,2.39,88.21,36.32,4.23,90.80,34.90,2.14,87.25,176.96,13.35,88.48
109449,Jalajala ES,Rizal,IV-A,2,30.02,6.27,75.06,24.16,8.44,60.40,21.85,8.50,54.63,19.49,8.29,48.73,20.09,6.12,50.22,115.62,29.66,57.81
109450,Lubo ES,Rizal,IV-A,5,29.28,7.05,73.19,30.39,10.11,75.97,28.83,10.05,72.08,13.58,6.10,33.96,24.31,5.56,60.76,126.39,25.03,63.19
109451,Malaya ES,Rizal,IV-A,3,21.60,6.85,53.99,26.81,7.47,67.03,26.07,9.28,65.17,25.16,7.86,62.90,20.58,3.86,51.44,120.22,26.69,60.11
109452,Matagbak ES,Rizal,IV-A,5,31.30,4.06,78.25,30.87,3.84,77.17,27.53,4.83,68.83,21.50,2.30,53.75,33.10,3.81,82.75,144.30,11.44,72.15
109453,Niogan ES,Rizal,IV-A,3,35.27,1.78,88.17,34.46,1.30,86.14,34.04,2.73,85.10,37.75,0.67,94.38,36.42,1.60,91.04,177.93,6.27,88.97
109454,Pagkalinawan ES,Rizal,IV-A,5,25.66,7.98,64.15,29.55,5.50,73.88,31.28,6.45,78.19,34.87,5.70,87.18,17.64,6.32,44.10,139.00,21.75,69.50
109455,Palaypalay ES,Rizal,IV-A,5,34.33,3.87,85.83,31.26,4.44,78.15,26.57,4.60,66.43,28.43,5.68,71.07,24.05,3.15,60.12,144.64,16.89,72.32
109456,Pililla ES Central,Rizal,IV-A,2,35.18,3.04,87.95,37.31,3.23,93.29,33.89,2.83,84.73,32.48,3.80,81.19,28.20,2.48,70.50,167.06,8.22,83.53
109457,Virgilio B. Melendres MES,Rizal,IV-A,2,30.92,5.19,77.30,32.92,5.69,82.30,32.20,6.12,80.50,31.71,4.15,79.27,28.46,4.14,71.16,156.21,18.77,78.11
109458,Punta ES,Rizal,IV-A,4,32.12,2.61,80.31,34.14,4.37,85.35,34.22,4.34,85.54,21.46,1.57,53.65,27.62,1.89,69.04,149.55,9.28,74.78
109459,Quisao ES,Rizal,IV-A,2,32.83,5.05,82.07,32.83,7.18,82.08,31.24,7.19,78.11,26.56,2.48,66.41,31.93,1.73,79.82,155.39,12.72,77.70
109460,Sipsipin ES,Rizal,IV-A,4,33.15,4.34,82.87,28.25,5.42,70.62,29.46,5.07,73.64,26.89,4.69,67.22,26.56,3.51,66.39,144.30,18.81,72.15
109461,Amityville ES,Rizal,IV-A,2,26.79,6.21,66.96,16.81,6.65,42.03,19.03,7.24,47.58,23.70,7.16,59.26,18.16,5.96,45.40,104.50,24.34,52.25
109462,Burgos ES,Rizal,IV-A,2,28.42,6.24,71.05,21.18,8.72,52.94,19.73,7.59,49.33,19.51,7.07,48.78,19.62,6.74,49.06,108.46,29.93,54.23
109463,Burgos ES Unit I,Rizal,IV-A,3,26.10,6.06,65.25,18.89,7.22,47.22,18.33,7.11,45.83,18.49,6.25,46.24,19.08,5.35,47.69,100.89,26.22,50.44
109464,Casili ES,Rizal,IV-A,6,27.20,6.65,68.00,18.80,5.83,47.00,13.50,3.75,33.75,14.20,3.39,35.50,22.70,5.50,56.75,96.40,19.73,48.20
109465,Catmon ES,Rizal,IV-A,6,33.06,3.17,82.65,32.06,3.19,80.15,27.41,3.20,68.53,23.71,2.87,59.26,22.53,6.00,56.32,138.76,12.57,69.38
109466,Eulogio Rodriguez Jr. ES,Rizal,IV-A,1,28.67,5.68,71.67,22.73,8.77,56.84,21.47,8.37,53.66,22.38,7.36,55.95,21.00,7.04,52.50,116.25,31.72,58.12
109467,Geronimo ES,Rizal,IV-A,2,28.81,6.99,72.02,26.80,10.16,66.99,25.78,11.26,64.44,22.50,8.23,56.25,23.22,8.98,58.05,127.10,40.87,63.55
109468,Iñigan ES,Rizal,IV-A,6,30.29,3.51,75.74,33.88,3.00,84.71,32.47,1.94,81.18,32.29,3.02,80.74,32.76,2.31,81.91,161.71,9.29,80.85
109469,Kasiglahan Village ES,Rizal,IV-A,1,25.93,6.20,64.82,15.69,7.19,39.22,16.44,7.07,41.11,16.06,5.42,40.15,16.91,6.43,42.28,91.03,26.26,45.52
109470,Macabud ES,Rizal,IV-A,4,31.39,5.33,78.47,32.24,6.19,80.60,30.95,5.64,77.38,23.02,6.66,57.54,21.71,5.22,54.27,139.31,21.80,69.65
109471,Manggahan ES,Rizal,IV-A,3,27.94,6.10,69.86,19.45,8.67,48.62,17.17,7.18,42.94,17.61,6.80,44.02,17.90,6.03,44.76,100.08,29.41,50.04
109472,Mascap ES,Rizal,IV-A,4,24.65,6.94,61.63,20.75,5.86,51.88,21.53,3.84,53.81,18.65,4.64,46.63,18.05,5.88,45.13,103.63,21.21,51.81
109473,Magalipit Primary School (Mascap Annex),Rizal,IV-A,6,27.71,3.40,69.29,23.00,5.10,57.50,18.86,5.34,47.14,21.86,2.67,54.64,21.00,3.16,52.50,112.43,15.33,56.21
109474,Puray ES,Rizal,IV-A,5,32.35,4.48,80.88,27.82,1.16,69.56,31.27,4.52,78.19,31.29,2.74,78.24,27.14,2.75,67.84,149.88,8.97,74.94
109475,Macaingalan ES,Rizal,IV-A,5,31.46,4.84,78.65,32.42,3.85,81.06,33.92,3.25,84.81,27.04,2.42,67.60,28.46,2.21,71.15,153.31,9.92,76.65
109476,Rodriguez Heights ES,Rizal,IV-A,2,29.37,6.23,73.43,19.81,8.62,49.53,17.12,7.03,42.79,20.37,4.89,50.93,28.71,7.63,71.77,115.38,24.02,57.69
109477,San Isidro ES,Rizal,IV-A,2,28.03,6.19,70.07,23.40,8.56,58.51,21.93,7.19,54.83,21.40,9.25,53.49,16.13,6.40,40.33,110.89,29.23,55.45
109478,San Jose ES,Rizal,IV-A,1,24.64,6.86,61.60,14.54,6.44,36.34,15.75,6.74,39.37,15.53,5.98,38.82,15.83,5.80,39.58,86.29,26.70,43.14
109479,San Rafael ES,Rizal,IV-A,1,26.68,6.24,66.70,18.52,7.93,46.29,17.99,7.50,44.97,18.02,6.90,45.05,19.64,6.88,49.09,100.84,30.36,50.42
109480,Wawa ES,Rizal,IV-A,3,23.80,6.83,59.51,14.50,6.40,36.26,13.49,5.42,33.72,13.69,4.66,34.23,14.28,5.03,35.70,79.77,22.63,39.88
109481,Ampid ES,Rizal,IV-A,2,27.67,6.10,69.17,25.04,7.87,62.61,19.71,6.89,49.28,18.18,6.28,45.46,18.27,5.62,45.67,108.87,26.88,54.44
109482,Banaba ES,Rizal,IV-A,3,29.33,4.70,73.33,26.21,5.97,65.52,21.90,5.88,54.76,20.26,4.84,50.66,20.66,4.38,51.64,118.36,19.85,59.18
109485,Doña Pepeng ES,Rizal,IV-A,3,25.89,6.78,64.73,15.91,5.58,39.79,21.14,6.70,52.85,16.56,6.00,41.41,17.32,5.32,43.30,96.83,23.52,48.41
109486,Dulongbayan ES,Rizal,IV-A,2,26.11,6.09,65.28,17.04,8.63,42.59,15.78,6.79,39.44,14.74,5.70,36.84,15.37,5.53,38.41,89.02,26.24,44.51
109487,Guitnangbayan ES,Rizal,IV-A,2,26.77,6.02,66.92,16.12,7.64,40.29,17.44,6.58,43.59,16.05,5.54,40.12,18.50,6.11,46.24,94.86,26.44,47.43
109488,Gulod Malaya ES,Rizal,IV-A,3,25.05,6.51,62.63,20.68,8.64,51.70,16.53,6.90,41.32,15.87,5.57,39.66,16.97,5.91,42.43,95.09,28.27,47.55
109489,Justice Vicente Santiago ES,Rizal,IV-A,2,26.02,6.81,65.05,19.71,8.80,49.27,19.22,8.33,48.06,22.70,9.68,56.76,21.09,8.13,52.72,108.74,33.83,54.37
109490,Maarat ES,Rizal,IV-A,6,27.00,5.33,67.50,14.60,5.15,36.50,13.40,3.55,33.50,11.20,2.76,28.00,12.30,3.28,30.75,78.50,14.16,39.25
109491,Malanday ES,Rizal,IV-A,3,27.53,5.14,68.83,21.07,7.16,52.67,18.29,7.69,45.72,17.68,6.94,44.21,18.01,5.65,45.03,102.59,25.36,51.29
109492,Maly ES,Rizal,IV-A,2,26.35,6.95,65.87,16.56,7.29,41.41,18.25,7.75,45.63,16.72,6.03,41.81,17.09,5.60,42.72,94.97,28.69,47.49
109493,Pintong Bukawe ES,Rizal,IV-A,4,24.38,7.10,60.96,19.02,7.98,47.54,17.38,7.69,43.46,16.55,7.27,41.38,16.07,6.00,40.17,93.40,30.86,46.70
109494,San Mateo ES,Rizal,IV-A,2,28.35,6.35,70.87,19.00,8.67,47.50,19.96,7.71,49.91,18.73,6.33,46.83,18.80,6.02,47.01,104.84,30.14,52.42
109495,Silangan ES,Rizal,IV-A,1,26.79,6.05,66.99,18.74,7.59,46.86,17.73,6.99,44.33,20.22,6.76,50.56,18.80,6.19,46.99,102.29,27.44,51.15
109496,Sto. Niño ES,Rizal,IV-A,2,26.19,6.44,65.47,22.17,7.26,55.43,20.15,7.37,50.38,16.36,5.82,40.90,18.88,7.04,47.19,103.75,25.26,51.88
109497,Aguho ES,Rizal,IV-A,6,30.29,3.25,75.71,32.86,2.48,82.14,33.29,2.93,83.21,15.43,5.16,38.57,18.00,6.00,45.00,129.86,14.83,64.93
109498,Alas-Asin ES,Rizal,IV-A,5,30.09,5.25,75.23,22.14,4.91,55.34,28.05,5.67,70.11,20.86,3.89,52.16,22.32,3.08,55.80,123.45,13.82,61.73
109499,Balimbing ES,Rizal,IV-A,3,26.94,8.12,67.36,30.55,6.66,76.36,29.84,5.87,74.61,28.70,3.98,71.76,32.45,5.24,81.12,148.48,20.26,74.24
109500,Bitik ES,Rizal,IV-A,6,24.00,4.53,60.00,13.60,6.80,34.00,12.60,10.11,31.50,14.80,5.22,37.00,14.80,7.56,37.00,79.80,32.14,39.90
109501,Camp Mateo Capinpin ES,Rizal,IV-A,4,32.71,2.78,81.77,34.27,2.08,85.67,32.37,2.77,80.93,31.24,3.84,78.10,32.19,4.46,80.47,162.77,11.98,81.39
109502,Cayabu ES,Rizal,IV-A,6,31.95,3.19,79.88,35.43,4.03,88.57,31.19,2.84,77.98,32.00,4.70,80.00,30.38,5.46,75.95,160.95,12.82,80.48
109503,Cuyambay ES,Rizal,IV-A,6,31.67,5.08,79.17,25.73,2.46,64.33,24.53,4.02,61.33,22.93,3.01,57.33,23.07,2.63,57.67,127.93,12.19,63.97
109504,Don Domingo Capistrano MES,Rizal,IV-A,5,33.16,2.65,82.90,32.40,6.28,81.00,29.78,4.82,74.45,29.78,3.36,74.45,25.82,2.86,64.55,150.94,15.73,75.47
109505,Daraetan ES,Rizal,IV-A,4,28.22,2.83,70.54,27.48,3.88,68.70,33.40,3.33,83.49,27.04,3.34,67.59,29.71,3.45,74.28,145.84,11.52,72.92
109506,Ilaya ES,Rizal,IV-A,2,26.28,7.53,65.70,17.40,8.09,43.49,16.52,6.62,41.29,15.19,5.64,37.98,20.29,7.46,50.71,95.67,30.36,47.83
109507,Laiban ES,Rizal,IV-A,5,29.72,3.43,74.29,30.59,5.30,76.47,29.97,6.11,74.94,29.33,3.34,73.33,28.90,4.31,72.24,148.51,18.16,74.26
109508,Marciana P. Catolos MES,Rizal,IV-A,5,24.81,5.23,62.03,34.22,5.87,85.55,30.34,4.48,75.86,33.81,2.13,84.53,28.81,2.31,72.03,152.00,12.01,76.00
109509,Lorenzo A. Ramos ES,Rizal,IV-A,5,32.56,3.59,81.40,28.79,3.45,71.99,30.76,6.08,76.91,30.74,3.70,76.84,26.79,2.00,66.99,149.65,13.40,74.82
109510,Madilay-dilay ES,Rizal,IV-A,6,17.73,7.43,44.32,18.55,7.49,46.36,8.09,3.73,20.23,11.09,2.55,27.73,12.18,3.71,30.45,67.64,14.53,33.82
109511,Magata - Manggahan ES,Rizal,IV-A,6,26.59,3.97,66.47,27.59,3.28,68.97,25.41,3.41,63.53,22.82,4.68,57.06,28.41,2.03,71.03,130.82,11.19,65.41
109512,Mamuyao ES,Rizal,IV-A,6,30.53,3.25,76.33,26.47,6.97,66.17,21.40,8.00,53.50,24.73,5.06,61.83,20.33,4.59,50.83,123.47,20.69,61.73
109513,Manhain ES,Rizal,IV-A,5,28.03,4.18,70.08,25.71,5.91,64.27,32.23,4.12,80.56,27.35,3.39,68.39,30.35,7.38,75.89,143.68,14.78,71.84
109514,Nayon ES,Rizal,IV-A,6,24.67,2.26,61.67,28.67,5.27,71.67,27.13,1.60,67.83,20.80,2.60,52.00,22.80,2.65,57.00,124.07,6.02,62.03
109515,Patricio Jarin MES,Rizal,IV-A,3,28.92,4.36,72.30,31.16,5.52,77.91,25.70,4.31,64.24,24.64,4.24,61.60,26.47,5.03,66.17,136.89,15.71,68.45
109516,Pantay Pinugay ES,Rizal,IV-A,5,25.35,7.72,63.37,16.74,5.87,41.85,28.22,5.92,70.54,24.74,3.33,61.85,30.83,2.12,77.07,125.87,18.27,62.93
109517,Pinagsabiran ES,Rizal,IV-A,5,27.03,4.83,67.59,14.17,5.09,35.43,14.83,5.91,37.07,14.79,3.94,36.98,19.41,4.40,48.53,90.24,16.78,45.12
109518,Rawang ES,Rizal,IV-A,6,27.00,6.49,67.50,27.06,6.95,67.65,20.41,4.96,51.03,25.94,2.95,64.85,22.29,2.93,55.74,122.71,17.51,61.35
109519,Simeon R. Bendaña Sr. MES,Rizal,IV-A,2,25.30,6.66,63.25,16.93,7.50,42.33,17.54,7.43,43.84,15.46,5.74,38.64,16.49,6.10,41.23,91.72,27.66,45.86
109520,Sampaloc ES,Rizal,IV-A,2,28.04,6.80,70.11,27.83,8.46,69.59,26.89,7.47,67.23,21.90,7.47,54.74,25.14,6.16,62.85,129.81,28.53,64.90
109521,San Andres ES,Rizal,IV-A,6,32.40,4.99,81.00,16.60,3.34,41.50,25.60,5.58,64.00,23.30,6.29,58.25,26.30,5.12,65.75,124.20,17.43,62.10
109522,Sta. Ines ES,Rizal,IV-A,5,28.42,2.98,71.04,20.92,4.87,52.29,24.11,6.16,60.28,25.69,3.03,64.24,24.08,2.99,60.21,123.22,15.02,61.61
109523,Tablon ES,Rizal,IV-A,5,29.35,4.56,73.37,29.19,5.13,72.98,30.98,4.05,77.45,29.79,4.59,74.47,26.63,4.06,66.59,145.94,13.69,72.97
109525,Tanay Ville ES,Rizal,IV-A,4,24.09,6.98,60.21,27.51,8.15,68.78,20.01,4.20,50.03,20.15,5.12,50.37,26.32,6.20,65.79,118.07,21.20,59.04
